,p.val,fc,log2fc,auc.mat,log10p,species,significant
Halodesulfovibrio.spirochaetisodalis..r_02219.,NA,0,0,0.5,NA,Halodesulfovibrio.spirochaetisodalis..r_02219.,NA
Halodesulfurarchaeum.formicicum..r_05944.,NA,0,0,0.5,NA,Halodesulfurarchaeum.formicicum..r_05944.,NA
Haloferacaceae.archaeon.B1.Br10_E2g22..r_09197.,NA,0,0,0.5,NA,Haloferacaceae.archaeon.B1.Br10_E2g22..r_09197.,NA
Haloferax.larsenii.elongans..r_03380.,NA,0,0,0.5,NA,Haloferax.larsenii.elongans..r_03380.,NA
Haloferax.mediterranei..r_06344.,NA,0,0,0.5,NA,Haloferax.mediterranei..r_06344.,NA
Haloferax.mucosum..r_06345.,NA,0,0,0.5,NA,Haloferax.mucosum..r_06345.,NA
Haloferax.sp...r_02665.,NA,0,0,0.5,NA,Haloferax.sp...r_02665.,NA
Haloferula.sp..BvORR071..r_08143.,NA,0,0,0.5,NA,Haloferula.sp..BvORR071..r_08143.,NA
Halofilum.ochraceum..r_08684.,NA,0,0,0.5,NA,Halofilum.ochraceum..r_08684.,NA
Halogeometricum.borinquense..r_06322.,NA,0,0,0.5,NA,Halogeometricum.borinquense..r_06322.,NA
Halogeometricum.limi..r_11477.,NA,0,0,0.5,NA,Halogeometricum.limi..r_11477.,NA
Halogeometricum.pallidum..r_07452.,NA,0,0,0.5,NA,Halogeometricum.pallidum..r_07452.,NA
Halogeometricum.rufum..r_11468.,NA,0,0,0.5,NA,Halogeometricum.rufum..r_11468.,NA
Haloglycomyces.albus..r_06627.,NA,0,0,0.5,NA,Haloglycomyces.albus..r_06627.,NA
Halogranum.amylolyticum..r_11714.,NA,0,0,0.5,NA,Halogranum.amylolyticum..r_11714.,NA
Halogranum.gelatinilyticum..r_11715.,NA,0,0,0.5,NA,Halogranum.gelatinilyticum..r_11715.,NA
Halogranum.rubrum.salarium..r_03140.,NA,0,0,0.5,NA,Halogranum.rubrum.salarium..r_03140.,NA
Halohasta.litchfieldiae..r_06594.,NA,0,0,0.5,NA,Halohasta.litchfieldiae..r_06594.,NA
Halolactibacillus.alkaliphilus..r_11210.,NA,0,0,0.5,NA,Halolactibacillus.alkaliphilus..r_11210.,NA
Halolactibacillus.halophilus..r_04507.,NA,0,0,0.5,NA,Halolactibacillus.halophilus..r_04507.,NA
Halolactibacillus.miurensis..r_04506.,NA,0,0,0.5,NA,Halolactibacillus.miurensis..r_04506.,NA
Halolamina.pelagica..r_04216.,NA,0,0,0.5,NA,Halolamina.pelagica..r_04216.,NA
Halolamina.pelagica..r_04217.,NA,0,0,0.5,NA,Halolamina.pelagica..r_04217.,NA
Halolamina.rubra..r_04215.,NA,0,0,0.5,NA,Halolamina.rubra..r_04215.,NA
Halolamina.sediminis..r_04553.,NA,0,0,0.5,NA,Halolamina.sediminis..r_04553.,NA
Halolamina.sediminis..r_04555.,NA,0,0,0.5,NA,Halolamina.sediminis..r_04555.,NA
Halolamina.sp..CBA1230..r_04554.,NA,0,0,0.5,NA,Halolamina.sp..CBA1230..r_04554.,NA
Halomicrobium.katesii.mukohataei..r_01529.,NA,0,0,0.5,NA,Halomicrobium.katesii.mukohataei..r_01529.,NA
Halomicrobium.zhouii..r_11927.,NA,0,0,0.5,NA,Halomicrobium.zhouii..r_11927.,NA
Halomicronema.hongdechloris..r_08845.,NA,0,0,0.5,NA,Halomicronema.hongdechloris..r_08845.,NA
Halomonadaceae.bacterium.T82.2..r_09421.,NA,0,0,0.5,NA,Halomonadaceae.bacterium.T82.2..r_09421.,NA
Halomonadaceae.species...m_13909.,NA,0,0,0.5,NA,Halomonadaceae.species...m_13909.,NA
Halomonas.alkaliantarctica..r_06050.,NA,0,0,0.5,NA,Halomonas.alkaliantarctica..r_06050.,NA
Halomonas.anticariensis..r_02269.,NA,0,0,0.5,NA,Halomonas.anticariensis..r_02269.,NA
Halomonas.arcis..r_11165.,NA,0,0,0.5,NA,Halomonas.arcis..r_11165.,NA
Halomonas.boliviensis..r_01571.,NA,0,0,0.5,NA,Halomonas.boliviensis..r_01571.,NA
Halomonas.campaniensis..r_06048.,NA,0,0,0.5,NA,Halomonas.campaniensis..r_06048.,NA
Halomonas.chromatireducens..r_11364.,NA,0,0,0.5,NA,Halomonas.chromatireducens..r_11364.,NA
Halomonas.cupida..r_11228.,NA,0,0,0.5,NA,Halomonas.cupida..r_11228.,NA
Halomonas.daqiaonensis..r_04558.,NA,0,0,0.5,NA,Halomonas.daqiaonensis..r_04558.,NA
Halomonas.elongata..r_06132.,NA,0,0,0.5,NA,Halomonas.elongata..r_06132.,NA
Halomonas.gudaonensis..r_11044.,NA,0,0,0.5,NA,Halomonas.gudaonensis..r_11044.,NA
Halomonas.halocynthiae..r_06900.,NA,0,0,0.5,NA,Halomonas.halocynthiae..r_06900.,NA
Halomonas.halodenitrificans..r_06901.,NA,0,0,0.5,NA,Halomonas.halodenitrificans..r_06901.,NA
Halomonas.huangheensis..r_02913.,NA,0,0,0.5,NA,Halomonas.huangheensis..r_02913.,NA
Halomonas.hydrothermalis.stevensii..r_02645.,NA,0,0,0.5,NA,Halomonas.hydrothermalis.stevensii..r_02645.,NA
Halomonas.ilicicola..r_06902.,NA,0,0,0.5,NA,Halomonas.ilicicola..r_06902.,NA
Halomonas.jeotgali..r_07533.,NA,0,0,0.5,NA,Halomonas.jeotgali..r_07533.,NA
Halomonas.korlensis..r_11265.,NA,0,0,0.5,NA,Halomonas.korlensis..r_11265.,NA
Halomonas.lionensis..r_02647.,NA,0,0,0.5,NA,Halomonas.lionensis..r_02647.,NA
Halomonas.lutea..r_06903.,NA,0,0,0.5,NA,Halomonas.lutea..r_06903.,NA
Halomonas.muralis..r_07305.,NA,0,0,0.5,NA,Halomonas.muralis..r_07305.,NA
Halomonas.pantelleriensis..r_05965.,NA,0,0,0.5,NA,Halomonas.pantelleriensis..r_05965.,NA
Halomonas.saccharevitans..r_04556.,NA,0,0,0.5,NA,Halomonas.saccharevitans..r_04556.,NA
Halomonas.salina..r_04557.,NA,0,0,0.5,NA,Halomonas.salina..r_04557.,NA
Halomonas.salina.smyrnensis..r_04827.,NA,0,0,0.5,NA,Halomonas.salina.smyrnensis..r_04827.,NA
Halomonas.shengliensis..r_04257.,NA,0,0,0.5,NA,Halomonas.shengliensis..r_04257.,NA
Halomonas.sp...Soap.Lake..7...r_10613.,NA,0,0,0.5,NA,Halomonas.sp...Soap.Lake..7...r_10613.,NA
Halomonas.sp..1513..r_05964.,NA,0,0,0.5,NA,Halomonas.sp..1513..r_05964.,NA
Halomonas.sp..54_146..r_01573.,NA,0,0,0.5,NA,Halomonas.sp..54_146..r_01573.,NA
Halomonas.sp..ALS9..r_01572.,NA,0,0,0.5,NA,Halomonas.sp..ALS9..r_01572.,NA
Halomonas.sp..CSM.2..r_05226.,NA,0,0,0.5,NA,Halomonas.sp..CSM.2..r_05226.,NA
Halomonas.sp..GFAJ.1..r_06697.,NA,0,0,0.5,NA,Halomonas.sp..GFAJ.1..r_06697.,NA
Halomonas.sp..HL.48..r_04549.,NA,0,0,0.5,NA,Halomonas.sp..HL.48..r_04549.,NA
Halomonas.sp..HL.93..r_04550.,NA,0,0,0.5,NA,Halomonas.sp..HL.93..r_04550.,NA
Halomonas.sp..KM.1..r_11588.,NA,0,0,0.5,NA,Halomonas.sp..KM.1..r_11588.,NA
Halomonas.sp..Marseille.P2426..r_10044.,NA,0,0,0.5,NA,Halomonas.sp..Marseille.P2426..r_10044.,NA
Halomonas.sp..PR.M31..r_08381.,NA,0,0,0.5,NA,Halomonas.sp..PR.M31..r_08381.,NA
Halomonas.sp..QHL1..r_01570.,NA,0,0,0.5,NA,Halomonas.sp..QHL1..r_01570.,NA
Halomonas.sp..S2151..r_11560.,NA,0,0,0.5,NA,Halomonas.sp..S2151..r_11560.,NA
Halomonas.sp..TD01..r_06049.,NA,0,0,0.5,NA,Halomonas.sp..TD01..r_06049.,NA
Halomonas.sp...r_01567.,NA,0,0,0.5,NA,Halomonas.sp...r_01567.,NA
Halomonas.sp...r_01568.,NA,0,0,0.5,NA,Halomonas.sp...r_01568.,NA
Halomonas.sp...r_01569.,NA,0,0,0.5,NA,Halomonas.sp...r_01569.,NA
Halomonas.sp...r_02646.,NA,0,0,0.5,NA,Halomonas.sp...r_02646.,NA
Halomonas.sp...r_06133.,NA,0,0,0.5,NA,Halomonas.sp...r_06133.,NA
Halomonas.subglaciescola..r_10859.,NA,0,0,0.5,NA,Halomonas.subglaciescola..r_10859.,NA
Halomonas.subterranea..r_05225.,NA,0,0,0.5,NA,Halomonas.subterranea..r_05225.,NA
Halomonas.taeanensis..r_10821.,NA,0,0,0.5,NA,Halomonas.taeanensis..r_10821.,NA
Halomonas.utahensis..r_11978.,NA,0,0,0.5,NA,Halomonas.utahensis..r_11978.,NA
Halomonas.xianhensis..r_11207.,NA,0,0,0.5,NA,Halomonas.xianhensis..r_11207.,NA
Halomonas.xinjiangensis..r_07238.,NA,0,0,0.5,NA,Halomonas.xinjiangensis..r_07238.,NA
Halomonas.zhanjiangensis..r_11547.,NA,0,0,0.5,NA,Halomonas.zhanjiangensis..r_11547.,NA
Halomonas.zincidurans..r_08309.,NA,0,0,0.5,NA,Halomonas.zincidurans..r_08309.,NA
Halonatronum.saccharophilum..r_12107.,NA,0,0,0.5,NA,Halonatronum.saccharophilum..r_12107.,NA
Halonotius.sp..J07HN4..r_06586.,NA,0,0,0.5,NA,Halonotius.sp..J07HN4..r_06586.,NA
Halonotius.sp..J07HN6..r_03507.,NA,0,0,0.5,NA,Halonotius.sp..J07HN6..r_03507.,NA
Haloparvum.sedimenti..r_09144.,NA,0,0,0.5,NA,Haloparvum.sedimenti..r_09144.,NA
Halopelagius.inordinatus..r_11467.,NA,0,0,0.5,NA,Halopelagius.inordinatus..r_11467.,NA
Halopelagius.longus..r_07509.,NA,0,0,0.5,NA,Halopelagius.longus..r_07509.,NA
Halopenitus.malekzadehii..r_07769.,NA,0,0,0.5,NA,Halopenitus.malekzadehii..r_07769.,NA
Halopenitus.sp...r_01368.,NA,0,0,0.5,NA,Halopenitus.sp...r_01368.,NA
Halopiger.djelfimassiliensis..r_07843.,NA,0,0,0.5,NA,Halopiger.djelfimassiliensis..r_07843.,NA
Halopiger.goleimassiliensis..r_07844.,NA,0,0,0.5,NA,Halopiger.goleimassiliensis..r_07844.,NA
Halopiger.salifodinae..r_03056.,NA,0,0,0.5,NA,Halopiger.salifodinae..r_03056.,NA
Halopiger.xanaduensis..r_11941.,NA,0,0,0.5,NA,Halopiger.xanaduensis..r_11941.,NA
Haloplanus.natans..r_12106.,NA,0,0,0.5,NA,Haloplanus.natans..r_12106.,NA
Haloplanus.vescus..r_11476.,NA,0,0,0.5,NA,Haloplanus.vescus..r_11476.,NA
Haloplasma.contractile..r_06537.,NA,0,0,0.5,NA,Haloplasma.contractile..r_06537.,NA
Haloprofundus.marisrubri..r_08472.,NA,0,0,0.5,NA,Haloprofundus.marisrubri..r_08472.,NA
Haloquadratum.sp..J07HQX50..r_07537.,NA,0,0,0.5,NA,Haloquadratum.sp..J07HQX50..r_07537.,NA
Haloquadratum.walsbyi..r_06243.,NA,0,0,0.5,NA,Haloquadratum.walsbyi..r_06243.,NA
Haloquadratum.walsbyi..r_07535.,NA,0,0,0.5,NA,Haloquadratum.walsbyi..r_07535.,NA
Haloquadratum.walsbyi..r_07536.,NA,0,0,0.5,NA,Haloquadratum.walsbyi..r_07536.,NA
Halorhabdus.tiamatea..r_01031.,NA,0,0,0.5,NA,Halorhabdus.tiamatea..r_01031.,NA
Halorhabdus.utahensis..r_11383.,NA,0,0,0.5,NA,Halorhabdus.utahensis..r_11383.,NA
Halorhodospira.halophila..r_10985.,NA,0,0,0.5,NA,Halorhodospira.halophila..r_10985.,NA
Halorientalis.persicus..r_04168.,NA,0,0,0.5,NA,Halorientalis.persicus..r_04168.,NA
Halorientalis.regularis..r_04169.,NA,0,0,0.5,NA,Halorientalis.regularis..r_04169.,NA
Halorientalis.sp..IM1011..r_10538.,NA,0,0,0.5,NA,Halorientalis.sp..IM1011..r_10538.,NA
Halorubrum.aethiopicum..r_09334.,NA,0,0,0.5,NA,Halorubrum.aethiopicum..r_09334.,NA
Halorubrum.aidingense..r_07473.,NA,0,0,0.5,NA,Halorubrum.aidingense..r_07473.,NA
Halorubrum.californiense..r_02273.,NA,0,0,0.5,NA,Halorubrum.californiense..r_02273.,NA
Halorubrum.coriense..r_02276.,NA,0,0,0.5,NA,Halorubrum.coriense..r_02276.,NA
Halorubrum.ezzemoulense..r_02275.,NA,0,0,0.5,NA,Halorubrum.ezzemoulense..r_02275.,NA
Halorubrum.kocurii..r_03384.,NA,0,0,0.5,NA,Halorubrum.kocurii..r_03384.,NA
Halorubrum.lacusprofundi..r_03385.,NA,0,0,0.5,NA,Halorubrum.lacusprofundi..r_03385.,NA
Halorubrum.lipolyticum..r_03383.,NA,0,0,0.5,NA,Halorubrum.lipolyticum..r_03383.,NA
Halorubrum.saccharovorum..r_03382.,NA,0,0,0.5,NA,Halorubrum.saccharovorum..r_03382.,NA
Halorubrum.saccharovorum.halophilum..r_03381.,NA,0,0,0.5,NA,Halorubrum.saccharovorum.halophilum..r_03381.,NA
Halorubrum.sodomense..r_02277.,NA,0,0,0.5,NA,Halorubrum.sodomense..r_02277.,NA
Halorubrum.sp..BV1..r_08433.,NA,0,0,0.5,NA,Halorubrum.sp..BV1..r_08433.,NA
Halorubrum.sp..SD626R..r_08233.,NA,0,0,0.5,NA,Halorubrum.sp..SD626R..r_08233.,NA
Halorubrum.sp..T3..r_02272.,NA,0,0,0.5,NA,Halorubrum.sp..T3..r_02272.,NA
Halorubrum.sp...r_02271.,NA,0,0,0.5,NA,Halorubrum.sp...r_02271.,NA
Halorubrum.tebenquichense.hochstenium..r_02270.,NA,0,0,0.5,NA,Halorubrum.tebenquichense.hochstenium..r_02270.,NA
Halorubrum.tropicale..r_02274.,NA,0,0,0.5,NA,Halorubrum.tropicale..r_02274.,NA
Halosimplex.carlsbadense..r_11940.,NA,0,0,0.5,NA,Halosimplex.carlsbadense..r_11940.,NA
Halostagnicola.kamekurae..r_04578.,NA,0,0,0.5,NA,Halostagnicola.kamekurae..r_04578.,NA
Halostagnicola.larsenii..r_11943.,NA,0,0,0.5,NA,Halostagnicola.larsenii..r_11943.,NA
Halostagnicola.sp..A56..r_04577.,NA,0,0,0.5,NA,Halostagnicola.sp..A56..r_04577.,NA
Halotalea.alkalilenta..r_00248.,NA,0,0,0.5,NA,Halotalea.alkalilenta..r_00248.,NA
Haloterrigena.hispanica..r_03415.,NA,0,0,0.5,NA,Haloterrigena.hispanica..r_03415.,NA
Haloterrigena.limicola..r_03414.,NA,0,0,0.5,NA,Haloterrigena.limicola..r_03414.,NA
Haloterrigena.mahii..r_03389.,NA,0,0,0.5,NA,Haloterrigena.mahii..r_03389.,NA
Haloterrigena.saccharevitans..r_03390.,NA,0,0,0.5,NA,Haloterrigena.saccharevitans..r_03390.,NA
Haloterrigena.salina..r_03386.,NA,0,0,0.5,NA,Haloterrigena.salina..r_03386.,NA
Haloterrigena.turkmenica..r_03387.,NA,0,0,0.5,NA,Haloterrigena.turkmenica..r_03387.,NA
Halothece.sp..PCC.7418..r_11692.,NA,0,0,0.5,NA,Halothece.sp..PCC.7418..r_11692.,NA
Halothermothrix.orenii..r_11036.,NA,0,0,0.5,NA,Halothermothrix.orenii..r_11036.,NA
Halothermothrix.sp..DTU029..r_08953.,NA,0,0,0.5,NA,Halothermothrix.sp..DTU029..r_08953.,NA
Halothiobacillus.neapolitanus..r_11474.,NA,0,0,0.5,NA,Halothiobacillus.neapolitanus..r_11474.,NA
Halothiobacillus.sp..LS2..r_10214.,NA,0,0,0.5,NA,Halothiobacillus.sp..LS2..r_10214.,NA
Halothiobacillus.sp...r_05430.,NA,0,0,0.5,NA,Halothiobacillus.sp...r_05430.,NA
Halovenus.aranensis..r_12059.,NA,0,0,0.5,NA,Halovenus.aranensis..r_12059.,NA
Halovivax.asiaticus..r_03391.,NA,0,0,0.5,NA,Halovivax.asiaticus..r_03391.,NA
Halovivax.ruber..r_03392.,NA,0,0,0.5,NA,Halovivax.ruber..r_03392.,NA
Hamadaea.tsunoensis..r_06904.,NA,0,0,0.5,NA,Hamadaea.tsunoensis..r_06904.,NA
Hapalosiphonaceae.sp...r_02888.,NA,0,0,0.5,NA,Hapalosiphonaceae.sp...r_02888.,NA
Hathewaya.proteolytica..r_06797.,NA,0,0,0.5,NA,Hathewaya.proteolytica..r_06797.,NA
Helcobacillus.massiliensis..r_00351.,NA,0,0,0.5,NA,Helcobacillus.massiliensis..r_00351.,NA
Helcococcus.kunzii..r_12041.,NA,0,0,0.5,NA,Helcococcus.kunzii..r_12041.,NA
Helcococcus.sueciensis..r_06905.,NA,0,0,0.5,NA,Helcococcus.sueciensis..r_06905.,NA
Helicobacter.acinonychis..r_00899.,NA,0,0,0.5,NA,Helicobacter.acinonychis..r_00899.,NA
Helicobacter.ailurogastricus..r_04781.,NA,0,0,0.5,NA,Helicobacter.ailurogastricus..r_04781.,NA
Helicobacter.bilis..r_03471.,NA,0,0,0.5,NA,Helicobacter.bilis..r_03471.,NA
Helicobacter.bizzozeronii..r_00722.,NA,0,0,0.5,NA,Helicobacter.bizzozeronii..r_00722.,NA
Helicobacter.bizzozeronii..r_00723.,NA,0,0,0.5,NA,Helicobacter.bizzozeronii..r_00723.,NA
Helicobacter.canadensis..r_06358.,NA,0,0,0.5,NA,Helicobacter.canadensis..r_06358.,NA
Helicobacter.canis..r_08046.,NA,0,0,0.5,NA,Helicobacter.canis..r_08046.,NA
Helicobacter.cetorum..r_07230.,NA,0,0,0.5,NA,Helicobacter.cetorum..r_07230.,NA
Helicobacter.cetorum..r_10078.,NA,0,0,0.5,NA,Helicobacter.cetorum..r_10078.,NA
Helicobacter.cinaedi..r_02883.,NA,0,0,0.5,NA,Helicobacter.cinaedi..r_02883.,NA
Helicobacter.felis..r_12148.,NA,0,0,0.5,NA,Helicobacter.felis..r_12148.,NA
Helicobacter.fennelliae..r_07947.,NA,0,0,0.5,NA,Helicobacter.fennelliae..r_07947.,NA
Helicobacter.hepaticus..r_04709.,NA,0,0,0.5,NA,Helicobacter.hepaticus..r_04709.,NA
Helicobacter.himalayensis..r_08652.,NA,0,0,0.5,NA,Helicobacter.himalayensis..r_08652.,NA
Helicobacter.jaachi..r_09052.,NA,0,0,0.5,NA,Helicobacter.jaachi..r_09052.,NA
Helicobacter.japonicus..r_11178.,NA,0,0,0.5,NA,Helicobacter.japonicus..r_11178.,NA
Helicobacter.macacae..r_08047.,NA,0,0,0.5,NA,Helicobacter.macacae..r_08047.,NA
Helicobacter.muridarum..r_10693.,NA,0,0,0.5,NA,Helicobacter.muridarum..r_10693.,NA
Helicobacter.mustelae..r_11766.,NA,0,0,0.5,NA,Helicobacter.mustelae..r_11766.,NA
Helicobacter.pametensis..r_08188.,NA,0,0,0.5,NA,Helicobacter.pametensis..r_08188.,NA
Helicobacter.pullorum..r_06236.,NA,0,0,0.5,NA,Helicobacter.pullorum..r_06236.,NA
Helicobacter.pylori..r_00893.,NA,0,0,0.5,NA,Helicobacter.pylori..r_00893.,NA
Helicobacter.pylori..r_00894.,NA,0,0,0.5,NA,Helicobacter.pylori..r_00894.,NA
Helicobacter.pylori..r_00895.,NA,0,0,0.5,NA,Helicobacter.pylori..r_00895.,NA
Helicobacter.pylori..r_00896.,NA,0,0,0.5,NA,Helicobacter.pylori..r_00896.,NA
Helicobacter.pylori..r_00897.,NA,0,0,0.5,NA,Helicobacter.pylori..r_00897.,NA
Helicobacter.pylori..r_00898.,NA,0,0,0.5,NA,Helicobacter.pylori..r_00898.,NA
Helicobacter.rodentium..r_08322.,NA,0,0,0.5,NA,Helicobacter.rodentium..r_08322.,NA
Helicobacter.saguini..r_08563.,NA,0,0,0.5,NA,Helicobacter.saguini..r_08563.,NA
Helicobacter.sp..CLO.3..r_06061.,NA,0,0,0.5,NA,Helicobacter.sp..CLO.3..r_06061.,NA
Helicobacter.sp..MIT.01.6242..r_10703.,NA,0,0,0.5,NA,Helicobacter.sp..MIT.01.6242..r_10703.,NA
Helicobacter.sp..MIT.05.5293..r_08564.,NA,0,0,0.5,NA,Helicobacter.sp..MIT.05.5293..r_08564.,NA
Helicobacter.sp..MIT.11.5569..r_08565.,NA,0,0,0.5,NA,Helicobacter.sp..MIT.11.5569..r_08565.,NA
Helicobacter.suis..r_01343.,NA,0,0,0.5,NA,Helicobacter.suis..r_01343.,NA
Helicobacter.trogontum..r_11366.,NA,0,0,0.5,NA,Helicobacter.trogontum..r_11366.,NA
Helicobacter.typhlonius..r_04710.,NA,0,0,0.5,NA,Helicobacter.typhlonius..r_04710.,NA
Helicobacter.winghamensis..r_11478.,NA,0,0,0.5,NA,Helicobacter.winghamensis..r_11478.,NA
Helicobacteraceae.bacterium.CG1_02_36_14..r_09924.,NA,0,0,0.5,NA,Helicobacteraceae.bacterium.CG1_02_36_14..r_09924.,NA
Helicobacteraceae.bacterium.CG2_30_36_10..r_09925.,NA,0,0,0.5,NA,Helicobacteraceae.bacterium.CG2_30_36_10..r_09925.,NA
Helicobacteraceae.sp...r_04700.,NA,0,0,0.5,NA,Helicobacteraceae.sp...r_04700.,NA
Heliobacterium.modesticaldum..r_11348.,NA,0,0,0.5,NA,Heliobacterium.modesticaldum..r_11348.,NA
Hellea.balneolensis..m_14047.,NA,0,0,0.5,NA,Hellea.balneolensis..m_14047.,NA
Hellea.balneolensis..r_06906.,NA,0,0,0.5,NA,Hellea.balneolensis..r_06906.,NA
Henriciella.aquimarina..r_11438.,NA,0,0,0.5,NA,Henriciella.aquimarina..r_11438.,NA
Henriciella.litoralis..r_11506.,NA,0,0,0.5,NA,Henriciella.litoralis..r_11506.,NA
Henriciella.marina..r_06907.,NA,0,0,0.5,NA,Henriciella.marina..r_06907.,NA
Henriciella.pelagia..r_05440.,NA,0,0,0.5,NA,Henriciella.pelagia..r_05440.,NA
Henriciella.species...m_13020.,NA,0,0,0.5,NA,Henriciella.species...m_13020.,NA
Herbaspirillum.autotrophicum..r_09769.,NA,0,0,0.5,NA,Herbaspirillum.autotrophicum..r_09769.,NA
Herbaspirillum.chlorophenolicum..r_00460.,NA,0,0,0.5,NA,Herbaspirillum.chlorophenolicum..r_00460.,NA
Herbaspirillum.frisingense..r_00416.,NA,0,0,0.5,NA,Herbaspirillum.frisingense..r_00416.,NA
Herbaspirillum.frisingense..r_00462.,NA,0,0,0.5,NA,Herbaspirillum.frisingense..r_00462.,NA
Herbaspirillum.hiltneri..r_00422.,NA,0,0,0.5,NA,Herbaspirillum.hiltneri..r_00422.,NA
Herbaspirillum.huttiense..r_00419.,NA,0,0,0.5,NA,Herbaspirillum.huttiense..r_00419.,NA
Herbaspirillum.rhizosphaerae..r_00421.,NA,0,0,0.5,NA,Herbaspirillum.rhizosphaerae..r_00421.,NA
Herbaspirillum.rubrisubalbicans..r_00417.,NA,0,0,0.5,NA,Herbaspirillum.rubrisubalbicans..r_00417.,NA
Herbaspirillum.seropedicae..r_00418.,NA,0,0,0.5,NA,Herbaspirillum.seropedicae..r_00418.,NA
Herbaspirillum.sp..CF444..r_00420.,NA,0,0,0.5,NA,Herbaspirillum.sp..CF444..r_00420.,NA
Herbaspirillum.sp..RV1423..r_00423.,NA,0,0,0.5,NA,Herbaspirillum.sp..RV1423..r_00423.,NA
Herbaspirillum.sp..YR522..r_00454.,NA,0,0,0.5,NA,Herbaspirillum.sp..YR522..r_00454.,NA
Herbiconiux.ginsengi..r_11055.,NA,0,0,0.5,NA,Herbiconiux.ginsengi..r_11055.,NA
Herbiconiux.solani..r_07424.,NA,0,0,0.5,NA,Herbiconiux.solani..r_07424.,NA
Herbiconiux.sp..YR403..r_08443.,NA,0,0,0.5,NA,Herbiconiux.sp..YR403..r_08443.,NA
Herbidospora.cretacea..r_06151.,NA,0,0,0.5,NA,Herbidospora.cretacea..r_06151.,NA
Herbidospora.mongoliensis..r_06152.,NA,0,0,0.5,NA,Herbidospora.mongoliensis..r_06152.,NA
Herbidospora.sp...r_06150.,NA,0,0,0.5,NA,Herbidospora.sp...r_06150.,NA
Herminiimonas.arsenicoxydans..r_10679.,NA,0,0,0.5,NA,Herminiimonas.arsenicoxydans..r_10679.,NA
Herminiimonas.arsenitoxidans..r_10026.,NA,0,0,0.5,NA,Herminiimonas.arsenitoxidans..r_10026.,NA
Herminiimonas.sp..CN..r_08030.,NA,0,0,0.5,NA,Herminiimonas.sp..CN..r_08030.,NA
Herpetosiphon.aurantiacus..r_06194.,NA,0,0,0.5,NA,Herpetosiphon.aurantiacus..r_06194.,NA
Herpetosiphon.geysericola..r_06195.,NA,0,0,0.5,NA,Herpetosiphon.geysericola..r_06195.,NA
Hespellia.stercorisuis..r_06908.,NA,0,0,0.5,NA,Hespellia.stercorisuis..r_06908.,NA
Hippea.alviniae..r_12177.,NA,0,0,0.5,NA,Hippea.alviniae..r_12177.,NA
Hippea.jasoniae..r_12176.,NA,0,0,0.5,NA,Hippea.jasoniae..r_12176.,NA
Hippea.maritima..r_11902.,NA,0,0,0.5,NA,Hippea.maritima..r_11902.,NA
Hippea.sp..KM1..r_12178.,NA,0,0,0.5,NA,Hippea.sp..KM1..r_12178.,NA
Hirschia.baltica..r_11566.,NA,0,0,0.5,NA,Hirschia.baltica..r_11566.,NA
Hirschia.maritima..r_11459.,NA,0,0,0.5,NA,Hirschia.maritima..r_11459.,NA
Histophilus.somni..r_06058.,NA,0,0,0.5,NA,Histophilus.somni..r_06058.,NA
Hoeflea.olei..r_08400.,NA,0,0,0.5,NA,Hoeflea.olei..r_08400.,NA
Hoeflea.phototrophica..r_11154.,NA,0,0,0.5,NA,Hoeflea.phototrophica..r_11154.,NA
Hoeflea.sp..108..r_06686.,NA,0,0,0.5,NA,Hoeflea.sp..108..r_06686.,NA
Hoeflea.sp..BAL378..r_08559.,NA,0,0,0.5,NA,Hoeflea.sp..BAL378..r_08559.,NA
Hoeflea.sp..BRH_c9..r_08805.,NA,0,0,0.5,NA,Hoeflea.sp..BRH_c9..r_08805.,NA
Hoeflea.sp..IMCC20628..r_08788.,NA,0,0,0.5,NA,Hoeflea.sp..IMCC20628..r_08788.,NA
Holophaga.foetida..r_12065.,NA,0,0,0.5,NA,Holophaga.foetida..r_12065.,NA
Holospora.obtusa..r_08148.,NA,0,0,0.5,NA,Holospora.obtusa..r_08148.,NA
Holospora.undulata.elegans..r_04047.,NA,0,0,0.5,NA,Holospora.undulata.elegans..r_04047.,NA
Hoyosella.altamirensis.subflava..r_06304.,NA,0,0,0.5,NA,Hoyosella.altamirensis.subflava..r_06304.,NA
Hugenholtzia.roseola..r_06881.,NA,0,0,0.5,NA,Hugenholtzia.roseola..r_06881.,NA
Humibacillus.sp..DSM.29435..r_10231.,NA,0,0,0.5,NA,Humibacillus.sp..DSM.29435..r_10231.,NA
Humibacter.albus..r_06909.,NA,0,0,0.5,NA,Humibacter.albus..r_06909.,NA
Hungateiclostridiaceae.bacterium.KB18..r_10098.,NA,0,0,0.5,NA,Hungateiclostridiaceae.bacterium.KB18..r_10098.,NA
Hungateiclostridium.cellulolyticum..r_11365.,NA,0,0,0.5,NA,Hungateiclostridium.cellulolyticum..r_11365.,NA
Hungateiclostridium.clariflavum..r_01327.,NA,0,0,0.5,NA,Hungateiclostridium.clariflavum..r_01327.,NA
Hungateiclostridium.straminisolvens..r_07855.,NA,0,0,0.5,NA,Hungateiclostridium.straminisolvens..r_07855.,NA
Hungateiclostridium.thermocellum..r_01806.,NA,0,0,0.5,NA,Hungateiclostridium.thermocellum..r_01806.,NA
